STARTUP	1	10677287	408
STARTUP	2	9979376	408
STARTUP	3	10178827	408
STARTUP	4	10127477	408
STARTUP	5	10172676	408
STARTUP	6	10786546	408
STARTUP	7	9974767	408
STARTUP	8	10454426	408
STARTUP	9	10595617	408
STARTUP	10	10046106	408
