WARMUP	1	11570538	2432902008176640000
WARMUP	2	8087148	2432902008176640000
WARMUP	3	2673962	2432902008176640000
WARMUP	4	4336758	2432902008176640000
WARMUP	5	5803954	2432902008176640000
WARMUP	6	4095488	2432902008176640000
WARMUP	7	5559025	2432902008176640000
WARMUP	8	2850852	2432902008176640000
WARMUP	9	4372088	2432902008176640000
WARMUP	10	1057607	2432902008176640000
WARMUP	11	4228859	2432902008176640000
WARMUP	12	4142599	2432902008176640000
WARMUP	13	908817	2432902008176640000
WARMUP	14	4159299	2432902008176640000
WARMUP	15	556639	2432902008176640000
WARMUP	16	3855309	2432902008176640000
WARMUP	17	547039	2432902008176640000
WARMUP	18	521359	2432902008176640000
WARMUP	19	3791449	2432902008176640000
WARMUP	20	213510202	2432902008176640000
STEADY	1	1037927	2432902008176640000
STEADY	2	137423182	2432902008176640000
STEADY	3	649048	2432902008176640000
STEADY	4	2068224	2432902008176640000
STEADY	5	317010	2432902008176640000
STEADY	6	1965515	2432902008176640000
STEADY	7	333249	2432902008176640000
STEADY	8	284809	2432902008176640000
STEADY	9	286199	2432902008176640000
STEADY	10	284519	2432902008176640000
STEADY	11	360019	2432902008176640000
STEADY	12	273539	2432902008176640000
STEADY	13	263639	2432902008176640000
STEADY	14	257400	2432902008176640000
STEADY	15	3522210	2432902008176640000
STEADY	16	296859	2432902008176640000
STEADY	17	255729	2432902008176640000
STEADY	18	262329	2432902008176640000
STEADY	19	387969	2432902008176640000
STEADY	20	3229911	2432902008176640000
