source_bgv	dump_id	graph_type	graph_name	nodes	edges
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	14	StructuredGraph	14: Before phase HighTierLowering	20353	50449
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	15	StructuredGraph	15: After phase HighTierLowering	23950	56095
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	16	StructuredGraph	16: After phase EconomyHighTier	23950	56095
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	17	StructuredGraph	17: After high tier	23950	56095
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	18	StructuredGraph	18: After phase RemoveValueProxy	23858	55899
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	19	StructuredGraph	19: After phase TruffleSafepointInsertion	23946	56073
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	20	StructuredGraph	20: After phase LoopSafepointInsertion	24032	56159
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	21	StructuredGraph	21: After phase GuardLowering	27743	59870
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	22	StructuredGraph	22: After phase MidTierLowering	34278	71756
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	23	StructuredGraph	23: After phase FrameStateAssignment	33952	71672
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	24	StructuredGraph	24: After phase Canonicalizer	33948	71666
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	25	StructuredGraph	25: After phase WriteBarrierAddition	34092	71954
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	26	StructuredGraph	26: After phase EconomyMidTier	34092	71954
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	27	StructuredGraph	27: After mid tier	34092	71954
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	28	StructuredGraph	28: After phase LowTierLowering	79704	162190
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	29	StructuredGraph	29: After phase ExpandLogic	80534	163186
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	30	StructuredGraph	30: After phase UseTrappingNullChecks	77804	158361
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	31	StructuredGraph	31: After phase AddressLoweringByNode	77569	147750
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	32	StructuredGraph	32: After phase Schedule	75041	147750
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	33	StructuredGraph	33: After phase EconomyLowTier	75041	147750
graal_dumps/TruffleHotSpotCompilation-3609[ProtosRootNode@2953bc7f].bgv	34	StructuredGraph	34: After low tier	75041	147750
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	0	StructuredGraph	0: After PE Tier	518	1136
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	0	defaultType	0: After TruffleTier	2	1
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	0	defaultType	0: Before Inline	1	0
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	1	StructuredGraph	1: After phase AgnosticInlining	518	1136
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	1	defaultType	1: After Inline	1	0
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	2	StructuredGraph	2: After phase InstrumentationSuite	518	1136
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	3	StructuredGraph	3: performance warnings [281|MethodCallTarget, 295|MethodCallTarget, 895|MethodCallTarget, 1010|MethodCallTarget, 1045|MethodCallTarget, 1058|MethodCallTarget, 1084|MethodCallTarget, 1160|MethodCallTarget, 1175|MethodCallTarget, 1455|MethodCallTarget, 1470|MethodCallTarget, 388|InstanceOf]	518	1136
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	4	StructuredGraph	4: After phase ReportPerformanceWarnings	518	1136
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	5	StructuredGraph	5: After phase VerifyFrameDoesNotEscape	518	1136
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	6	StructuredGraph	6: After phase NeverPartOfCompilation	518	1136
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	7	StructuredGraph	7: After phase MaterializeFrames	518	1136
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	8	StructuredGraph	8: After phase SetIdentityForValueTypes	518	1136
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	9	StructuredGraph	9: After phase InliningAcrossTruffleBoundary	518	1136
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	10	StructuredGraph	10: After phase TruffleTier	518	1136
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	11	StructuredGraph	11: After TruffleTier	518	1136
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	12	StructuredGraph	12: initial state	518	1136
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	13	StructuredGraph	13: After phase Canonicalizer	515	1129
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	14	StructuredGraph	14: After phase Inlining	515	1129
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	15	StructuredGraph	15: After phase DeadCodeElimination	515	1129
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	16	StructuredGraph	16: After phase DisableOverflownCountedLoops	515	1129
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	17	StructuredGraph	17: After phase ConvertDeoptimizeToGuard	515	1129
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	18	StructuredGraph	18: After phase IterativeConditionalElimination	515	1129
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	19	StructuredGraph	19: After phase DominatorBasedGlobalValueNumbering	515	1129
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	20	StructuredGraph	20: After phase LoopFullUnroll	552	1229
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	21	StructuredGraph	21: After phase LoopPeeling	552	1229
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	22	StructuredGraph	22: After phase LoopUnswitching	552	1229
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	23	StructuredGraph	23: After phase BoxNodeIdentity	552	1229
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	24	StructuredGraph	24: After phase FinalPartialEscape	552	1229
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	25	StructuredGraph	25: After phase ReadElimination	552	1229
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	26	StructuredGraph	26: After phase BoxNodeOptimization	552	1229
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	27	StructuredGraph	27: Before phase HighTierLowering	552	1229
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	28	StructuredGraph	28: After phase HighTierLowering	690	1441
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	29	StructuredGraph	29: After phase HighTier	690	1441
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	30	StructuredGraph	30: After high tier	690	1441
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	31	StructuredGraph	31: After phase LockElimination	690	1441
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	32	StructuredGraph	32: After phase FloatingRead	683	1432
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	33	StructuredGraph	33: After phase IterativeConditionalElimination	676	1419
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	34	StructuredGraph	34: After phase TruffleLoopSafepointElimination	676	1419
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	35	StructuredGraph	35: After phase SpeculativeGuardMovement	674	1415
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	36	StructuredGraph	36: After phase GuardLowering	806	1547
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	37	StructuredGraph	37: After phase LoopFullUnroll	806	1547
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	38	StructuredGraph	38: After phase RemoveValueProxy	806	1547
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	39	StructuredGraph	39: After phase TruffleSafepointInsertion	808	1549
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	40	StructuredGraph	40: After phase LoopSafepointInsertion	808	1549
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	41	StructuredGraph	41: After phase MidTierLowering	918	1744
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	42	StructuredGraph	42: After phase IterativeConditionalElimination	918	1744
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	43	StructuredGraph	43: After phase OptimizeDiv	918	1744
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	44	StructuredGraph	44: After phase FrameStateAssignment	922	1836
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	45	StructuredGraph	45: After phase LoopPartialUnroll	922	1836
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	46	StructuredGraph	46: After phase Reassociation	922	1836
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	47	StructuredGraph	47: After phase DeoptimizationGrouping	995	1962
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	48	StructuredGraph	48: After phase Canonicalizer	984	1917
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	49	StructuredGraph	49: After phase WriteBarrierAddition	985	1919
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	50	StructuredGraph	50: After phase MidTier	985	1919
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	51	StructuredGraph	51: After mid tier	985	1919
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	52	StructuredGraph	52: After phase LowTierLowering	1815	3524
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	53	StructuredGraph	53: After phase ExpandLogic	1845	3560
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	54	StructuredGraph	54: After phase FixReads	1762	3266
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	55	StructuredGraph	55: After phase Canonicalizer	1698	3178
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	56	StructuredGraph	56: After phase UseTrappingNullChecks	1528	2955
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	57	StructuredGraph	57: After phase AddressLoweringByNode	1501	2743
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	58	StructuredGraph	58: After phase FinalCanonicalizer	1450	2731
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	59	StructuredGraph	59: After phase DeadCodeElimination	1450	2731
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	60	StructuredGraph	60: After phase PropagateDeoptimizeProbability	1450	2731
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	61	StructuredGraph	61: After phase OptimizeExtends	1450	2731
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	62	StructuredGraph	62: After phase Schedule	1450	2731
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	63	StructuredGraph	63: After phase LowTier	1450	2731
graal_dumps/TruffleHotSpotCompilation-3610[ProtosRootNode@7839fc93].bgv	64	StructuredGraph	64: After low tier	1450	2731
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	0	StructuredGraph	0: After PE Tier	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	0	defaultType	0: After TruffleTier	21	20
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	0	defaultType	0: Before Inline	1	0
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	1	StructuredGraph	1: After phase AgnosticInlining	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	1	defaultType	1: After Inline	1	0
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	2	StructuredGraph	2: After phase InstrumentationSuite	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	3	StructuredGraph	3: performance warnings [415|MethodCallTarget, 431|MethodCallTarget, 478|MethodCallTarget, 489|MethodCallTarget, 507|MethodCallTarget, 527|MethodCallTarget, 541|MethodCallTarget, 619|MethodCallTarget, 646|MethodCallTarget, 660|MethodCallTarget, 1613|MethodCallTarget, 1628|MethodCallTarget, 1767|MethodCallTarget, 1782|MethodCallTarget, 2281|MethodCallTarget, 2297|MethodCallTarget, 2344|MethodCallTarget, 2355|MethodCallTarget, 2373|MethodCallTarget, 2393|MethodCallTarget, 2407|MethodCallTarget, 2485|MethodCallTarget, 2512|MethodCallTarget, 2526|MethodCallTarget, 3452|MethodCallTarget, 3467|MethodCallTarget, 3605|MethodCallTarget, 3620|MethodCallTarget, 3984|MethodCallTarget, 3998|MethodCallTarget, 4114|MethodCallTarget, 4536|MethodCallTarget, 4551|MethodCallTarget, 5036|MethodCallTarget, 5063|MethodCallTarget, 5077|MethodCallTarget, 5926|MethodCallTarget, 5941|MethodCallTarget, 6079|MethodCallTarget, 6094|MethodCallTarget, 6471|MethodCallTarget, 6486|MethodCallTarget, 6957|MethodCallTarget, 7159|MethodCallTarget, 7176|MethodCallTarget, 7353|MethodCallTarget, 7389|MethodCallTarget, 7400|MethodCallTarget, 7418|MethodCallTarget, 7433|MethodCallTarget, 7514|MethodCallTarget, 7527|MethodCallTarget, 8181|MethodCallTarget, 8198|MethodCallTarget, 8375|MethodCallTarget, 8410|MethodCallTarget, 8421|MethodCallTarget, 8439|MethodCallTarget, 8454|MethodCallTarget, 8534|MethodCallTarget, 8547|MethodCallTarget, 9179|MethodCallTarget, 10741|MethodCallTarget, 10756|MethodCallTarget, 11015|MethodCallTarget, 11027|MethodCallTarget, 11291|MethodCallTarget, 11307|MethodCallTarget, 11354|MethodCallTarget, 11365|MethodCallTarget, 11383|MethodCallTarget, 11403|MethodCallTarget, 11417|MethodCallTarget, 11495|MethodCallTarget, 11522|MethodCallTarget, 11536|MethodCallTarget, 12462|MethodCallTarget, 12477|MethodCallTarget, 12615|MethodCallTarget, 12630|MethodCallTarget, 13347|MethodCallTarget, 13362|MethodCallTarget, 13840|MethodCallTarget, 13867|MethodCallTarget, 13881|MethodCallTarget, 14728|MethodCallTarget, 14743|MethodCallTarget, 14881|MethodCallTarget, 14896|MethodCallTarget, 15273|MethodCallTarget, 15288|MethodCallTarget, 15755|MethodCallTarget, 15956|MethodCallTarget, 15973|MethodCallTarget, 16150|MethodCallTarget, 16185|MethodCallTarget, 16196|MethodCallTarget, 16214|MethodCallTarget, 16229|MethodCallTarget, 16309|MethodCallTarget, 16322|MethodCallTarget, 16975|MethodCallTarget, 16992|MethodCallTarget, 17169|MethodCallTarget, 17204|MethodCallTarget, 17215|MethodCallTarget, 17233|MethodCallTarget, 17248|MethodCallTarget, 17328|MethodCallTarget, 17341|MethodCallTarget, 17972|MethodCallTarget, 19527|MethodCallTarget, 19542|MethodCallTarget, 19964|MethodCallTarget, 20156|MethodCallTarget, 20665|MethodCallTarget, 20678|MethodCallTarget, 21079|MethodCallTarget, 21094|MethodCallTarget, 21574|MethodCallTarget, 21601|MethodCallTarget, 21615|MethodCallTarget, 22462|MethodCallTarget, 22477|MethodCallTarget, 22615|MethodCallTarget, 22630|MethodCallTarget, 23007|MethodCallTarget, 23022|MethodCallTarget, 23489|MethodCallTarget, 23690|MethodCallTarget, 23707|MethodCallTarget, 23884|MethodCallTarget, 23919|MethodCallTarget, 23930|MethodCallTarget, 23948|MethodCallTarget, 23963|MethodCallTarget, 24043|MethodCallTarget, 24056|MethodCallTarget, 24709|MethodCallTarget, 24726|MethodCallTarget, 24903|MethodCallTarget, 24938|MethodCallTarget, 24949|MethodCallTarget, 24967|MethodCallTarget, 24982|MethodCallTarget, 25062|MethodCallTarget, 25075|MethodCallTarget, 25706|MethodCallTarget, 27261|MethodCallTarget, 27276|MethodCallTarget, 27744|MethodCallTarget, 27760|MethodCallTarget, 27807|MethodCallTarget, 27818|MethodCallTarget, 27836|MethodCallTarget, 27856|MethodCallTarget, 27870|MethodCallTarget, 27948|MethodCallTarget, 27975|MethodCallTarget, 27989|MethodCallTarget, 28915|MethodCallTarget, 28930|MethodCallTarget, 29068|MethodCallTarget, 29083|MethodCallTarget, 29800|MethodCallTarget, 29815|MethodCallTarget, 30293|MethodCallTarget, 30320|MethodCallTarget, 30334|MethodCallTarget, 31181|MethodCallTarget, 31196|MethodCallTarget, 31334|MethodCallTarget, 31349|MethodCallTarget, 31726|MethodCallTarget, 31741|MethodCallTarget, 32208|MethodCallTarget, 32409|MethodCallTarget, 32426|MethodCallTarget, 32603|MethodCallTarget, 32638|MethodCallTarget, 32649|MethodCallTarget, 32667|MethodCallTarget, 32682|MethodCallTarget, 32762|MethodCallTarget, 32775|MethodCallTarget, 33428|MethodCallTarget, 33445|MethodCallTarget, 33622|MethodCallTarget, 33657|MethodCallTarget, 33668|MethodCallTarget, 33686|MethodCallTarget, 33701|MethodCallTarget, 33781|MethodCallTarget, 33794|MethodCallTarget, 34425|MethodCallTarget, 35980|MethodCallTarget, 35995|MethodCallTarget, 36417|MethodCallTarget, 36609|MethodCallTarget, 37117|MethodCallTarget, 37130|MethodCallTarget, 37531|MethodCallTarget, 37546|MethodCallTarget, 38026|MethodCallTarget, 38053|MethodCallTarget, 38067|MethodCallTarget, 38914|MethodCallTarget, 38929|MethodCallTarget, 39067|MethodCallTarget, 39082|MethodCallTarget, 39459|MethodCallTarget, 39474|MethodCallTarget, 39941|MethodCallTarget, 40142|MethodCallTarget, 40159|MethodCallTarget, 40336|MethodCallTarget, 40371|MethodCallTarget, 40382|MethodCallTarget, 40400|MethodCallTarget, 40415|MethodCallTarget, 40495|MethodCallTarget, 40508|MethodCallTarget, 41161|MethodCallTarget, 41178|MethodCallTarget, 41355|MethodCallTarget, 41390|MethodCallTarget, 41401|MethodCallTarget, 41419|MethodCallTarget, 41434|MethodCallTarget, 41514|MethodCallTarget, 41527|MethodCallTarget, 42158|MethodCallTarget, 43713|MethodCallTarget, 43728|MethodCallTarget, 609|InstanceOf, 2475|InstanceOf, 4091|InstanceOf, 5026|InstanceOf, 7485|InstanceOf, 7619|InstanceOf, 8505|InstanceOf, 8639|InstanceOf, 9176|InstanceOf, 11485|InstanceOf, 13830|InstanceOf, 16280|InstanceOf, 16414|InstanceOf, 17299|InstanceOf, 17433|InstanceOf, 17969|InstanceOf, 20636|InstanceOf, 20770|InstanceOf, 21564|InstanceOf, 24014|InstanceOf, 24148|InstanceOf, 25033|InstanceOf, 25167|InstanceOf, 25703|InstanceOf, 27938|InstanceOf, 30283|InstanceOf, 32733|InstanceOf, 32867|InstanceOf, 33752|InstanceOf, 33886|InstanceOf, 34422|InstanceOf, 37088|InstanceOf, 37222|InstanceOf, 38016|InstanceOf, 40466|InstanceOf, 40600|InstanceOf, 41485|InstanceOf, 41619|InstanceOf, 42155|InstanceOf]	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	4	StructuredGraph	4: After phase ReportPerformanceWarnings	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	5	StructuredGraph	5: After phase VerifyFrameDoesNotEscape	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	6	StructuredGraph	6: After phase NeverPartOfCompilation	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	7	StructuredGraph	7: After phase MaterializeFrames	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	8	StructuredGraph	8: After phase SetIdentityForValueTypes	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	9	StructuredGraph	9: After phase InliningAcrossTruffleBoundary	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	10	StructuredGraph	10: After phase TruffleTier	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	11	StructuredGraph	11: After TruffleTier	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	12	StructuredGraph	12: initial state	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	13	StructuredGraph	13: After phase Canonicalizer	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	14	StructuredGraph	14: After phase Inlining	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	15	StructuredGraph	15: After phase DeadCodeElimination	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	16	StructuredGraph	16: After phase DisableOverflownCountedLoops	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	17	StructuredGraph	17: After phase ConvertDeoptimizeToGuard	20778	52198
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	18	StructuredGraph	18: After phase IterativeConditionalElimination	20033	50213
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	19	StructuredGraph	19: After phase DominatorBasedGlobalValueNumbering	19972	50103
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	20	StructuredGraph	20: After phase LoopFullUnroll	19972	50103
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	21	StructuredGraph	21: After phase LoopPeeling	19972	50103
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	22	StructuredGraph	22: After phase LoopUnswitching	19972	50103
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	23	StructuredGraph	23: After phase BoxNodeIdentity	19972	50103
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	24	StructuredGraph	24: After phase FinalPartialEscape	19855	51669
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	25	StructuredGraph	25: After phase ReadElimination	19835	51629
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	26	StructuredGraph	26: After phase BoxNodeOptimization	19835	51629
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	27	StructuredGraph	27: Before phase HighTierLowering	19835	51629
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	28	StructuredGraph	28: After phase HighTierLowering	23298	57048
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	29	StructuredGraph	29: After phase HighTier	23298	57048
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	30	StructuredGraph	30: After high tier	23298	57048
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	31	StructuredGraph	31: After phase LockElimination	23298	57048
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	32	StructuredGraph	32: After phase FloatingRead	23258	57688
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	33	StructuredGraph	33: After phase IterativeConditionalElimination	22905	57042
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	34	StructuredGraph	34: After phase TruffleLoopSafepointElimination	22905	57042
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	35	StructuredGraph	35: After phase SpeculativeGuardMovement	22888	57002
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	36	StructuredGraph	36: After phase GuardLowering	26056	60170
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	37	StructuredGraph	37: After phase LoopFullUnroll	26056	60170
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	38	StructuredGraph	38: After phase RemoveValueProxy	25918	59894
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	39	StructuredGraph	39: After phase TruffleSafepointInsertion	25986	60028
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	40	StructuredGraph	40: After phase LoopSafepointInsertion	26020	60062
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	41	StructuredGraph	41: After phase MidTierLowering	32782	72633
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	42	StructuredGraph	42: After phase IterativeConditionalElimination	31883	70270
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	43	StructuredGraph	43: After phase OptimizeDiv	31883	70270
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	44	StructuredGraph	44: After phase FrameStateAssignment	31497	68826
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	45	StructuredGraph	45: After phase LoopPartialUnroll	31497	68826
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	46	StructuredGraph	46: After phase Reassociation	31497	68826
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	47	StructuredGraph	47: After phase DeoptimizationGrouping	33034	71478
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	48	StructuredGraph	48: After phase Canonicalizer	32815	70566
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	49	StructuredGraph	49: After phase WriteBarrierAddition	33008	70952
graal_dumps/TruffleHotSpotCompilation-3611[ProtosRootNode@46607f37].bgv	50	StructuredGraph	50: After phase MidTier	33008	70952
